Inn,Ogrn,КПП,Полное наименование,Короткое наименование,Почтовый индекс,Регион,Округ
7830002092,1027809234067,784001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Академия Русского Балета Имени А.Я. Вагановой»,АКАДЕМИЯ РУССКОГО БАЛЕТА ИМЕНИ А.Я. ВАГАНОВОЙ,191023,г Санкт-Петербург,Северо-Западный
6658040878,1036602631966,665801001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Екатеринбургский Государственный Театральный Институт»,Екатеринбургский государственный театральный институт,620000,Свердловская обл,Уральский
4909071581,1024900968168,490901001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-восточный Государственный Университет»,ФГБОУ ВО «СВГУ»,685000,Магаданская обл,Дальневосточный
7812047911,1027810260774,783901001,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный Государственный Университет Физической Культуры, Спорта И Здоровья Имени П.Ф. Лесгафта, Санкт-петербург»",НГУ им. П.Ф. Лесгафта,190121,г Санкт-Петербург,Северо-Западный
6317017702,1026301421992,631701001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский Государственный Университет Телекоммуникаций И Информатики»,ФГБОУ ВО ПГУТИ,443010,Самарская обл,Приволжский
4346034770,1024301330921,434501001,Частное образовательное учреждение высшего образования «Вятский Социально-экономический Институт»,ЧОУ ВО «ВСЭИ»,610002,Кировская обл,Приволжский
7812043522,1027810221548,783901001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-петербургский Государственный Морской Технический Университет»,ФГБОУ ВО СПбГМТУ,190121,г Санкт-Петербург,Северо-Западный
7712008651,1037739087407,774301001,Федеральное государственное казенное образовательное учреждение высшего образования «Академия Управления Министерства Внутренних Дел Российской Федерации»,ФГКОУ ВО «Академия управления МВД России»,125171,г Москва,Центральный
9701225665,1227700696850,770101001,Автономная некоммерческая образовательная организация высшего образования «Свято-филаретовский Институт»,СФИ,105066,г Москва,Центральный
5027053224,1035005015770,502701001,Государственное казенное образовательное учреждение высшего образования «Российская Таможенная Академия»,Российская таможенная академия,140015,Московская обл,Центральный
2311021085,1022301816096,231101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Краснодарский Государственный Институт Культуры»,Краснодарский государственный институт культуры,350072,Краснодарский край,Южный
5753010945,1025700827712,575301001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский Государственный Институт Культуры»,Орловский государственный институт культуры,302020,Орловская обл,Центральный
2538017661,1022501895877,253801001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский Государственный Медицинский Университет» министерства здравоохранения российской федерации,ФГБОУ ВО ТГМУ Минздрава России,690002,Приморский край,Дальневосточный
1435037142,1021401044587,143501001,Федеральное государственное автономное образовательное учреждение высшего образования «Северо-восточный Федеральный Университет Имени М.К. Аммосова»,СВФУ,677013,Респ Саха /Якутия/,Дальневосточный
4501050909,1024500512410,450101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Курганский Государственный Университет»,ФГБОУ ВО «КГУ»,640002,Курганская обл,Уральский
7706019535,1027739439749,770601001,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный Исследовательский Технологический Университет Мисис»,НИТУ МИСИС,119049,г Москва,Центральный
7729111625,1037739274693,772901001,Образовательное учреждение профсоюзов высшего образования «Академия Труда И Социальных Отношений»,ОУП ВО «АТиСО»,119454,г Москва,Центральный
4821004595,1024800789628,482101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Елецкий Государственный Университет Им. И.А. Бунина»,ЕГУ им. И.А. Бунина,399770,Липецкая обл,Центральный
4217090416,1074217001418,421701001,Федеральное казенное образовательное учреждение высшего образования «Кузбасский Институт Федеральной Службы Исполнения Наказаний»,ФКОУ ВО Кузбасский институт ФСИН России,654066,Кемеровская область - Кузбасс,Сибирский
5610036423,1025601032544,561001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский Государственный Педагогический Университет»,ФГБОУ ВО «ОГПУ»,460014,Оренбургская обл,Приволжский
6661003675,1026605233753,667101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский Государственный Экономический Университет»,УрГЭУ,620144,Свердловская обл,Уральский
1659031563,1031628202100,165901001,Федеральное государственное казенное образовательное учреждение высшего образования «Казанский Юридический Институт Министерства Внутренних Дел Российской Федерации»,КЮИ МВД России,420108,Респ Татарстан,Приволжский
2129009412,1022101274315,213001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский Государственный Университет Имени И.Н. Ульянова»,ФГБОУ ВО «ЧГУ им. И.Н. Ульянова»,428003,Чувашская республика - Чувашия,Приволжский
5405128551,1025401937220,540501001,Федеральное государственное казенное военное образовательное учреждение высшего образования «Новосибирский Военный Ордена Жукова Институт Имени Генерала Армии И.К. Яковлева Войск Национальной Гвардии Российской Федерации»,Новосибирский военный ордена Жукова институт войск национальной гвардии,630114,Новосибирская обл,Сибирский
7734169691,1027700208920,771701001,Образовательная автономная некоммерческая организация высшего образования «Институт Управления»,Оано во «Иу»,129223,г Москва,Центральный
5402113155,1025401011680,540201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский Государственный Университет Путей Сообщения»,ФГБОУ ВО СГУПС,630049,Новосибирская обл,Сибирский
2466000546,1022402665559,246601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский Государственный Институт Искусств Имени Дмитрия Хворостовского»,Сибирский государственный институт искусств имени Дмитрия Хворостовского,660049,Красноярский край,Сибирский
4346011035,1034316511041,434501001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Вятский Государственный Университет»,ВятГУ,610000,Кировская обл,Приволжский
5261002795,1025203560799,526101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский Государственный Агротехнологический Университет»,ФГБОУ ВО Нижегородский ГАТУ,603107,Нижегородская обл,Приволжский
5610042441,1025601020521,561001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский Государственный Аграрный Университет»,ФГБОУ ВО Оренбургский ГАУ,460014,Оренбургская обл,Приволжский
5612001360,1025601802698,561201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский Государственный Университет»,Оренбургский государственный университет,460018,Оренбургская обл,Приволжский
7812009592,1027810241502,783801001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Петербургский Государственный Университет Путей Сообщения Императора Александра I»,ФГБОУ ВО ПГУПС,190031,г Санкт-Петербург,Северо-Западный
6452020691,1036405209840,645201001,Федеральное государственное казенное военное образовательное учреждение высшего образования «Саратовский Военный Ордена Жукова Краснознаменный Институт Войск Национальной Гвардии Российской Федерации»,Саратовский военный ордена Жукова Краснознаменный институт войск национальной гвардии,410012,Саратовская обл,Приволжский
2901047671,1022900529431,290101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Северный Государственный Медицинский Университет» министерства здравоохранения российской федерации,ФГБОУ ВО СГМУ (г. Архангельск) Минздрава России,163000,Архангельская обл,Северо-Западный
2462003320,1022402056038,246201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский Государственный Университет Науки И Технологий Имени Академика М.Ф. Решетнева»,Университет Решетнёва,660037,Красноярский край,Сибирский
7841003524,1037867007826,784101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Высшая Школа Народных Искусств (академия)»,ВШНИ,191186,г Санкт-Петербург,Северо-Западный
2634003069,1022601993468,263401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский Государственный Аграрный Университет»,ФГБОУ ВО Ставропольский ГАУ,355017,Ставропольский край,Северо-Кавказский
0105017636,1020100698750,010501001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский Государственный Университет»,ФГБОУ ВО «АГУ»,385000,Респ Адыгея,Южный
0274035573,1020202554778,027401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский Государственный Педагогический Университет Им. М. Акмуллы»,ФГБОУ ВО «БГПУ им. М. Акмуллы»,450077,Респ Башкортостан,Приволжский
0326008661,1020300989499,032301001,Частное образовательное учреждение высшего образования «Байкальский Экономико-правовой Институт»,ЧОУ ВО «БЭПИ»,670042,Респ Бурятия,Дальневосточный
0562032473,1020500001609,057201001,Духовная образовательная религиозная организация высшего образования «Дагестанский Исламский Университет Имени Имама Шафии»,Университет имени Имама Шафии,367000,Респ Дагестан,Северо-Кавказский
0542005954,1020502002399,054201001,Образовательное учреждение высшего образования « Институт Юждаг»,Институт «Юждаг»,368600,Респ Дагестан,Северо-Кавказский
1101483236,1021100507230,110101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сыктывкарский Государственный Университет Имени Питирима Сорокина»,ФГБОУ ВО «СГУ им. Питирима Сорокина»,167001,Респ Коми,Северо-Западный
1326043499,1021300973275,132601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный Исследовательский Мордовский Государственный Университет Им. Н.П. Огарёва»,Рузаевский институт машиностроения (филиал) ГБОУ ВО «МГУ им.Н.П.Огарева»,430005,Респ Мордовия,Приволжский
1503011610,1021500578571,151301001,Частное образовательное учреждение высшего образования «Владикавказский Институт Управления»,ЧОУ ВО «Владикавказский институт управления»,362025,Респ Северная Осетия - Алания,Северо-Кавказский
1650050120,1021602012190,165901001,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский Государственный Университет Физической Культуры, Спорта И Туризма»",ФГБОУ ВО «Поволжский ГУФКСиТ»,420010,Респ Татарстан,Приволжский
1654020511,1021602842095,165501001,Частное образовательное учреждение высшего образования «Казанский Инновационный Университет Имени В.Г.Тимирясова (иэуп)»,ЧОУ ВПО «Институт экономики,420111,Респ Татарстан,Приволжский
2221014125,1022200907288,222101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский Государственный Педагогический Университет»,ФГБОУ ВО «АлтГПУ»,656031,Алтайский край,Сибирский
2225004738,1022201770106,222501001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский Государственный Университет»,Алтайский Государственный Университет,656049,Алтайский край,Сибирский
2310018876,1022301604610,231001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский Государственный Технологический Университет»,ФГБОУ ВО «Кубгту»,350042,Краснодарский край,Южный
2540009788,1022502259504,254001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской Государственный Университет Имени Адмирала Г.И. Невельского»,Амурский филиал федерального государственного образовательного учреждения высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»,690003,Приморский край,Дальневосточный
2626015335,1022601229331,262601001,"Частное образовательное учреждение высшего образования «Ессентукский Институт Управления, Бизнеса И Права»",ЧОУ ВО ЕИУБП,357601,Ставропольский край,Северо-Кавказский
2724018158,1022701287652,272401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный Государственный Университет Путей Сообщения»,Приморский институт железнодорожного транспорта - филиал государственного образовательного учреждения высшего образования «Дальневосточный государственный университет путей сообщения» в г. Уссурийске,680021,Хабаровский край,Дальневосточный
2801027713,1022800517552,280101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Благовещенский Государственный Педагогический Университет»,ФГБОУ ВО «БГПУ»,675004,Амурская обл,Дальневосточный
3123035312,1023101664519,312301001,Федеральное государственное автономное образовательное учреждение высшего образования «Белгородский Государственный Национальный Исследовательский Университет»,НИУ «Белгу»,308015,Белгородская обл,Центральный
3234017534,1023202735511,325701001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Брянский Государственный Инженерно-технологический Университет»,ФГБОУ ВО «Брянский государственный инженерно-технологический университет»,241050,Брянская обл,Центральный
3305007006,1023301953223,330501001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ковровская Государственная Технологическая Академия Имени В.А. Дегтярева»,ФГБОУ ВО «КГТА им. Дегтярева»,601910,Владимирская обл,Центральный
3444049170,1023403440818,344401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Волгоградский Государственный Технический Университет»,Волгоградский Государственный Технический Университет,400005,Волгоградская обл,Южный
3811022096,1023801539673,381101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский Государственный Медицинский Университет» министерства здравоохранения российской федерации,ФГБОУ ВО ИГМУ Минздрава России,664003,Иркутская обл,Сибирский
3812010086,1023801748761,381201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский Государственный Университет Путей Сообщения»,ФГБОУ ВО ИрГУПС,664074,Иркутская обл,Сибирский
3904014891,1023900592561,390601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Калининградский Государственный Технический Университет»,ФГБОУ ВО «КГТУ»,236022,Калининградская обл,Северо-Западный
3903010478,1023900993412,390601001,Автономная некоммерческая образовательная организация высшего образования «Калининградский Институт Управления»,АНООВО «КИУ»,236003,Калининградская обл,Северо-Западный
4027035142,1024001179465,402701001,"Частное образовательное учреждение высшего образования «Институт Управления, Бизнеса И Технологий»",ЧОУ ВО «ИНУПБТ»,248000,Калужская обл,Центральный
4206007720,1024200713514,420501001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский Государственный Медицинский Университет» министерства здравоохранения российской федерации,ФГБОУ ВО Кемгму Минздрава России,650056,Кемеровская область - Кузбасс,Сибирский
4632018627,1024600965278,463201001,Автономная некоммерческая образовательная организация высшего образования «Индустриальный Институт»,автономная Некоммерческая Организация «Индустриальный Институт»,305022,Курская обл,Центральный
5003026479,1025000656966,500301001,Автономная некоммерческая организация высшего образования «Московский Региональный Социально-экономический Институт»,Московский региональный социально-экономический институт (МРСЭИ),142703,Московская обл,Центральный
5027076542,1025003216468,502701001,Образовательное частное учреждение высшего образования «Гуманитарно-социальный Институт»,»Гуманитарно-социальный институт»,140050,Московская обл,Центральный
5038005448,1025004905254,503801001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский Государственный Университет Туризма И Сервиса»,ФГБОУ ВО «РГУТИС»,141221,Московская обл,Центральный
5321033744,1025300780075,532101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новгородский Государственный Университет Имени Ярослава Мудрого»,НовГУ,173003,Новгородская обл,Северо-Западный
5507028845,1025501378374,550701001,Федеральное государственное казенное образовательное учреждение высшего образования «Омская Академия Министерства Внутренних Дел Российской Федерации»,Ома МВД России,644092,Омская обл,Сибирский
5902290522,1025900519732,590201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский Государственный Институт Культуры»,Пермский государственный институт культуры,614000,Пермский край,Приволжский
6163022805,1026103165538,616301001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ростовский Государственный Экономический Университет (ринх)»,филиал государственного образовательного учреждения высшего образования «Ростовский государственный экономический университет (РИНХ)» в г. Ейске Краснодарского края,344002,Ростовская обл,Южный
6167008142,1026103175955,616401001,Частное учреждение высшего образования «Южно-российский Гуманитарный Институт»,ЮРГИ,344082,Ростовская обл,Южный
6318100463,1026301504789,631801001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский Государственный Университет Путей Сообщения»,ФГБОУ ВО Самгупс,443066,Самарская обл,Приволжский
6318100897,1026301505120,631801001,Федеральное государственное автономное образовательное учреждение высшего образования «Самарский Государственный Экономический Университет»,Сызранский филиал государственного образовательного учреждения высшего образования «Самарский государственный экономический университет»,443090,Самарская обл,Приволжский
6452022089,1026402674935,645201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский Национальный Исследовательский Государственный Университет Имени Н.Г. Чернышевского»,Балашовский институт (филиал) государственного образовательного учреждения высшего образования «Саратовский государственный университет имени Н.Г.Чернышевского»,410012,Саратовская обл,Приволжский
6660008582,1026604969093,667101001,Частное образовательное учреждение высшего образования «Институт Международных Связей»,ЧОУ ВО «ИМС»,620144,Свердловская обл,Уральский
6905010888,1026900571059,695001001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской Государственный Медицинский Университет» министерства здравоохранения российской федерации,ФГБОУ ВО Тверской ГМУ Минздрава России,170100,Тверская обл,Центральный
7017021160,1027000895350,701701001,Негосударственное (частное) образовательное учреждение высшего образования «Томский Институт Бизнеса»,НОУ ВО «ТИБ»,634050,Томская обл,Сибирский
7202028202,1027200811483,720301001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский Индустриальный Университет»,Сургутский институт нефти и газа (филиал) государственного образовательного учреждения высшего образования «Тюменский государственный нефтегазовый университет»,625000,Тюменская обл,Уральский
7414002238,1027402065437,745601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский Государственный Технический Университет Им. Г.И. Носова»,ФГБОУ ВО «МГТУ им. Г. И. Носова»,455000,Челябинская обл,Уральский
7447012841,1027402324905,744701001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский Государственный Университет»,ФГБОУ ВО «ЧелГУ»,454001,Челябинская обл,Уральский
7453019764,1027403857568,745301001,Федеральное государственное автономное образовательное учреждение высшего образования «Южно-уральский Государственный Университет (национальный Исследовательский Университет)»,филиал государственного образовательного учреждения высшего образования «Южно-Уральский государственный университет» в г. Усть-Катаве,454080,Челябинская обл,Уральский
7453041664,1027403882164,745301001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-уральский Государственный Гуманитарно-педагогический Университет»,ФГБОУ ВО «Юурггпу»,454080,Челябинская обл,Уральский
7534000257,1027501148652,753601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Забайкальский Государственный Университет»,ФГБОУ ВО «Забгу»,672039,Забайкальский край,Дальневосточный
7605009467,1027600791283,760401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский Государственный Технический Университет»,ФГБОУ ВО «ЯГТУ»,150023,Ярославская обл,Центральный
7719046938,1027700035989,771501001,Образовательное частное учреждение высшего образования «Международный Юридический Институт»,Нижнетагильский (г. Нижний Тагил Свердловской области) филиал Негосударственного образовательного учреждения высшего образования «Международный юридический институт»,127427,г Москва,Центральный
5001009679,1027700063720,770101001,Негосударственное образовательное учреждение высшего образования «Международный Институт Экономики И Права»,филиал Международного института экономики и права в городе Волгограде,105082,г Москва,Центральный
7717043346,1027700141996,771701001,Государственное автономное образовательное учреждение высшего образования города москвы «Московский Городской Педагогический Университет»,ГАОУ ВО МГПУ,129226,г Москва,Центральный
7705056245,1027700156824,770501001,Некоммерческое образовательное частное учреждение высшего образования «Гуманитарный Институт Имени П.А. Столыпина»,НОЧУ ВО «Гуманитарный Институт имени П.А. Столыпина»,115093,г Москва,Центральный
7709125605,1027700200494,770901001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский Государственный Университет Технологий И Управления Имени К.Г. Разумовского (первый Казачий Университет)»,филиал государственного образовательного учреждения высшего образования «Московский государственный университет технологий и управления» в г. Вязьме Смоленской области,109004,г Москва,Центральный
7701119617,1027700301386,772301001,Негосударственное образовательное частное учреждение высшего образования «Московский Экономический Институт»,НОЧУ ВО «МЭИ»,109390,г Москва,Центральный
7701012399,1027700350699,770101001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский Государственный Университет Геодезии И Картографии»,Миигаик,105064,г Москва,Центральный
7703022730,1027700379739,770301001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский Институт Театрального Искусства - Гитис»,Российский институт театрального искусства - ГИТИС,125009,г Москва,Центральный
7704024466,1027700470027,770401001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский Государственный Лингвистический Университет»,ФГБОУ ВО МГЛУ,119034,г Москва,Центральный
7728264570,1027728003148,772801001,Федеральное государственное казенное образовательное учреждение высшего образования «Московский Университет Министерства Внутренних Дел Российской Федерации Имени В.Я. Кикотя»,Мосу МВД России имени В.Я. Кикотя,117437,г Москва,Центральный
7715290332,1027739131375,771501001,Образовательное частное учреждение высшего образования «Еврейский Университет»,ОЧУ ВО «Еврейский университет»,127273,г Москва,Центральный
7729050901,1027739610018,772901001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская Академия Народного Хозяйства И Государственной Службы При Президенте Российской Федерации»,РАНХиГС,119571,г Москва,Центральный
7703031478,1027739715310,772201001,Автономная некоммерческая организация высшего образования «Университет Управления И Инновационных Технологий»,АНО ВО «Университет УиИТ»,111024,г Москва,Центральный
7715027733,1027739733922,771501001,Федеральное государственное автономное образовательное учреждение высшего образования «Российский Университет Транспорта»,Казанский филиал государственного образовательного учреждения высшего образования «Московский государственный университет путей сообщения»,127055,г Москва,Центральный
7701042379,1027739913640,770101001,Образовательное частное учреждение высшего образования «Московский Университет Имени А.С. Грибоедова»,филиал негосударственного образовательного учреждения высшего образования «Институт международного права и экономики имени А.С.Грибоедова» в г. Петрозаводске,105066,г Москва,Центральный
7731224312,1027739919481,772301001,Негосударственное образовательное учреждение высшего образования «Столичная Финансово-гуманитарная Академия»,НОУ ВО «СФГА»,109383,г Москва,Центральный
7806012117,1027804199653,781601001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский Государственный Гидрометеорологический Университет»,ФГБОУ ВО «РГГМУ»,192007,г Санкт-Петербург,Северо-Западный
7807029071,1027804594157,780701001,Федеральное государственное казенное образовательное учреждение высшего образования «Санкт-петербургский Университет Министерства Внутренних Дел Российской Федерации»,Спбу МВД России,198206,г Санкт-Петербург,Северо-Западный
